platform_id;certificate_id;issue_date;certificate_fee;course_name;online_date;certificate_name;certificate_type;course_id;course_info
421;396;2024-08-14;52,52;Business Intelligence Foundations;2024-06-30;Web Development Foundations Certificate;completion;127,0;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
407;517;2028-03-03;1032,3;SQL for Data Management;2022-05-14;Supply Chain Analytics Certificate;advanced;;"Prepares students to query and manage relational databases; requires no prior SQL experience."
154;196;2023-07-06;32,53;Cybersecurity Awareness;2022-11-02;Web Development Foundations Certificate;completion;6,0;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
307;880;2025-11-28;742,24;Excel for Professionals;2024-07-30;Operations Excellence Certificate;advanced;13,0;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
494;855;2025-12-28;450,0;Data Visualization with Power BI;2024-01-22;Statistics for Business Certificate;specialization;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
278;435;2031-03-26;409,59;Operations Management;2024-06-09;Statistics for Business Certificate;specialization;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
15;916;2030-03-15;120,0;Statistics for Decision Making;2024-10-10;Web Development Foundations Certificate;completion;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
187;462;2025-06-01;225,64;Operations Management;2022-07-08;Business Analytics Certificate;specialization;111,0;"Prepares students to optimize workflows and resources; requires basic business knowledge."
187;462;2025-06-01;295,54;Supply Chain Analytics;2022-07-08;Business Analytics Certificate;specialization;168,0;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
274;254;2025-04-26;900,0;Excel for Professionals;2023-08-01;Agile Practitioner Certificate;professional;;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
173;104;2031-10-17;90,48;Excel for Professionals;2024-04-23;Cloud Fundamentals Certificate;completion;;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
135;693;2022-10-19;86,62;SQL for Data Management;2022-10-04;Database Foundations Certificate;completion;;"Prepares students to query and manage relational databases; requires no prior SQL experience."
472;322;2029-09-10;450,0;Data Visualization with Power BI;2024-09-17;Business Analytics Certificate;specialization;19,0;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
435;806;2025-11-01;198,01;SQL for Data Management;2021-05-03;Business Intelligence Specialist;specialization;;"Prepares students to query and manage relational databases; requires no prior SQL experience."
190;199;2023-12-04;67,97;Cloud Computing Basics;2023-02-15;AI Productivity Certificate;completion;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
321;515;2023-09-26;154,25;Industrial IoT Fundamentals;2022-08-12;Statistics for Business Certificate;specialization;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
202;912;2021-12-22;49,42;Customer Experience Analytics;2021-06-02;Excel Professional Certificate;completion;112,0;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills."
202;912;2021-12-22;105,59;Data Analysis Fundamentals;2021-06-02;Excel Professional Certificate;completion;121,0;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
468;960;2029-07-16;652,83;Excel for Professionals;2023-08-30;Operations Excellence Certificate;advanced;193,0;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
166;949;2026-06-29;743,82;Process Improvement Techniques;2024-08-08;Financial Modeling Certificate;professional;;"Prepares students to improve processes using structured methods; requires analytical thinking."
425;699;2029-01-28;120,0;Agile and Scrum Fundamentals;2025-05-24;AI Productivity Certificate;completion;;"Prepares students to work in agile delivery environments; requires no prior agile certification."
445;878;2031-11-22;540,28;HR Analytics;2022-10-25;Power BI Analyst Certificate;professional;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
48;187;2026-01-22;341,87;Data Visualization with Power BI;2024-09-28;Digital Marketing Analyst;specialization;169,0;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
357;216;2024-09-04;94,04;HR Analytics;2023-08-01;Web Development Foundations Certificate;completion;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
380;558;2021-09-29;374,97;HR Analytics;2021-02-26;Power BI Analyst Certificate;professional;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
476;902;2033-07-06;229,69;SQL for Data Management;2025-06-09;Business Analytics Certificate;specialization;;"Prepares students to query and manage relational databases; requires no prior SQL experience."
353;586;2025-04-16;200,58;Operations Management;2025-02-21;Business Intelligence Specialist;specialization;21,0;"Prepares students to optimize workflows and resources; requires basic business knowledge."
328;417;2026-12-19;745,86;Supply Chain Analytics;2024-08-20;Supply Chain Analytics Certificate;advanced;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
340;63;2024-10-27;738,79;Risk Management Essentials;2023-03-21;Project Management Certificate;professional;53,0;"Prepares students to identify, assess, and report business risks; requires basic business literacy."
347;334;2030-04-23;466,87;Data Analysis Fundamentals;2024-03-21;Agile Practitioner Certificate;professional;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
189;593;2028-10-07;71,61;Project Management Essentials;2023-01-05;Database Foundations Certificate;completion;64,0;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
143;136;2029-03-26;50,34;Operations Management;2025-06-19;Web Development Foundations Certificate;completion;141,0;"Prepares students to optimize workflows and resources; requires basic business knowledge."
303;129;2029-02-17;883,26;Web Development Basics;2023-07-10;Financial Modeling Certificate;professional;167,0;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
3;322;2032-09-19;235,5;Python for Business Analytics;2023-12-06;Business Analytics Certificate;specialization;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
404;788;2022-03-08;1400,0;Business Intelligence Foundations;2021-07-17;Machine Learning Foundations Certificate;advanced;;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
252;861;2025-10-03;587,39;Machine Learning Basics;2021-11-18;Data Professional;professional;9,0;"Prepares students to understand supervised learning workflows; requires statistics and Python basics."
255;354;2023-07-30;351,4;Machine Learning Basics;2022-01-24;Agile Practitioner Certificate;professional;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics."
484;1;2026-02-08;541,59;Customer Experience Analytics;2022-04-20;Data Professional;professional;;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills."
452;766;2031-12-15;196,47;Python for Business Analytics;2024-05-15;Business Intelligence Specialist;specialization;2,0;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
371;140;2030-12-09;1106,18;Web Development Basics;2024-07-25;Operations Excellence Certificate;advanced;107,0;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
15;280;2025-10-20;821,32;Database Design Principles;2024-10-10;Operations Excellence Certificate;advanced;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
